2.5 kn; 0 deg,,,,,,,,,,,,,,,,
,Encounter freq. rad/s,Wave freq. rad/s,Wavelength m,Surge RAO,Surge Phase deg,Sway RAO,Sway Phase deg,Heave RAO,Heave Phase deg,Roll RAO,Roll Phase deg,Pitch RAO,Pitch Phase deg,Yaw RAO,Yaw Phase deg,Added resistance kN/m^2
56,4.167,3.211,5.976,0,0,0,0,0,0,0,0,0,0,0,0,0
57,4.249,3.262,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4.331,3.313,5.613,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4.414,3.364,5.443,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4.497,3.416,5.282,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4.581,3.467,5.127,0,0,0,0,0,0,0,0,0,0,0,0,0
62,4.665,3.518,4.979,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4.75,3.569,4.838,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4.835,3.62,4.702,0,0,0,0,0,0,0,0,0,0,0,0,0
65,4.921,3.671,4.572,0,0,0,0,0,0,0,0,0,0,0,0,0
66,5.007,3.722,4.447,0,0,0,0,0,0,0,0,0,0,0,0,0
67,5.094,3.773,4.328,0,0,0,0,0,0,0,0,0,0,0,0,0
68,5.181,3.824,4.213,0,0,0,0,0,0,0,0,0,0,0,0,0
69,5.268,3.876,4.102,0,0,0,0,0,0,0,0,0,0,0,0,0
70,5.357,3.927,3.996,0,0,0,0,0,0,0,0,0,0,0,0,0
71,5.445,3.978,3.894,0,0,0,0,0,0,0,0,0,0,0,0,0
72,5.534,4.029,3.796,0,0,0,0,0,0,0,0,0,0,0,0,0
73,5.624,4.08,3.702,0,0,0,0,0,0,0,0,0,0,0,0,0
74,5.714,4.131,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0
75,5.804,4.182,3.523,0,0,0,0,0,0,0,0,0,0,0,0,0
76,5.895,4.233,3.438,0,0,0,0,0,0,0,0,0,0,0,0,0
77,5.987,4.284,3.357,0,0,0,0,0,0,0,0,0,0,0,0,0
78,6.079,4.336,3.278,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6.171,4.387,3.202,0,0,0,0,0,0,0,0,0,0,0,0,0
80,6.264,4.438,3.129,0,0,0,0,0,0,0,0,0,0,0,0,0
81,6.358,4.489,3.058,0,0,0,0,0,0,0,0,0,0,0,0,0
82,6.451,4.54,2.989,0,0,0,0,0,0,0,0,0,0,0,0,0
83,6.546,4.591,2.923,0,0,0,0,0,0,0,0,0,0,0,0,0
84,6.641,4.642,2.859,0,0,0,0,0,0,0,0,0,0,0,0,0
85,6.736,4.693,2.797,0,0,0,0,0,0,0,0,0,0,0,0,0
86,6.832,4.744,2.737,0,0,0,0,0,0,0,0,0,0,0,0,0
87,6.928,4.796,2.679,0,0,0,0,0,0,0,0,0,0,0,0,0
88,7.025,4.847,2.623,0,0,0,0,0,0,0,0,0,0,0,0,0
89,7.122,4.898,2.569,0,0,0,0,0,0,0,0,0,0,0,0,0
90,7.22,4.949,2.516,0,0,0,0,0,0,0,0,0,0,0,0,0
91,7.318,5,2.465,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5 kn; 180 deg,,,,,,,,,,,,,,,,
,Encounter freq. rad/s,Wave freq. rad/s,Wavelength m,Surge RAO,Surge Phase deg,Sway RAO,Sway Phase deg,Heave RAO,Heave Phase deg,Roll RAO,Roll Phase deg,Pitch RAO,Pitch Phase deg,Yaw RAO,Yaw Phase deg,Added resistance kN/m^2
1,0.421,0.4,385.106,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.478,0.451,302.784,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.535,0.502,244.292,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.593,0.553,201.246,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.652,0.604,168.651,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.712,0.656,143.378,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.772,0.707,123.388,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.833,0.758,107.304,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.895,0.809,94.172,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.957,0.86,83.311,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1.02,0.911,74.226,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1.084,0.962,66.55,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1.148,1.013,60.006,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1.213,1.064,54.382,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1.279,1.116,49.513,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1.345,1.167,45.27,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1.412,1.218,41.549,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1.48,1.269,38.27,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1.549,1.32,35.363,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1.618,1.371,32.776,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1.687,1.422,30.463,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1.758,1.473,28.386,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1.829,1.524,26.514,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1.901,1.576,24.822,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1.974,1.627,23.286,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2.047,1.678,21.889,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2.121,1.729,20.614,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2.196,1.78,19.447,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2.271,1.831,18.377,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2.347,1.882,17.392,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2.424,1.933,16.485,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2.501,1.984,15.647,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2.579,2.036,14.871,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2.658,2.087,14.151,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2.737,2.138,13.483,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2.817,2.189,12.86,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2.898,2.24,12.28,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2.98,2.291,11.738,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3.062,2.342,11.232,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3.145,2.393,10.757,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3.228,2.444,10.312,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3.312,2.496,9.894,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3.397,2.547,9.501,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3.483,2.598,9.131,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3.569,2.649,8.782,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3.656,2.7,8.452,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3.744,2.751,8.141,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3.832,2.802,7.847,0,0,0,0,0,0,0,0,0,0,0,0,0
49,3.921,2.853,7.568,0,0,0,0,0,0,0,0,0,0,0,0,0
50,4.011,2.904,7.304,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4.101,2.956,7.054,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4.192,3.007,6.816,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4.284,3.058,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0
54,4.376,3.109,6.375,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4.47,3.16,6.171,0,0,0,0,0,0,0,0,0,0,0,0,0
56,4.563,3.211,5.976,0,0,0,0,0,0,0,0,0,0,0,0,0
57,4.658,3.262,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4.753,3.313,5.613,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4.849,3.364,5.443,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4.946,3.416,5.282,0,0,0,0,0,0,0,0,0,0,0,0,0
61,5.043,3.467,5.127,0,0,0,0,0,0,0,0,0,0,0,0,0
62,5.141,3.518,4.979,0,0,0,0,0,0,0,0,0,0,0,0,0
63,5.239,3.569,4.838,0,0,0,0,0,0,0,0,0,0,0,0,0
64,5.339,3.62,4.702,0,0,0,0,0,0,0,0,0,0,0,0,0
65,5.439,3.671,4.572,0,0,0,0,0,0,0,0,0,0,0,0,0
66,5.539,3.722,4.447,0,0,0,0,0,0,0,0,0,0,0,0,0
67,5.641,3.773,4.328,0,0,0,0,0,0,0,0,0,0,0,0,0
68,5.743,3.824,4.213,0,0,0,0,0,0,0,0,0,0,0,0,0
69,5.845,3.876,4.102,0,0,0,0,0,0,0,0,0,0,0,0,0
70,5.949,3.927,3.996,0,0,0,0,0,0,0,0,0,0,0,0,0
71,6.053,3.978,3.894,0,0,0,0,0,0,0,0,0,0,0,0,0
72,6.158,4.029,3.796,0,0,0,0,0,0,0,0,0,0,0,0,0
73,6.263,4.08,3.702,0,0,0,0,0,0,0,0,0,0,0,0,0
74,6.369,4.131,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0
75,6.476,4.182,3.523,0,0,0,0,0,0,0,0,0,0,0,0,0
76,6.584,4.233,3.438,0,0,0,0,0,0,0,0,0,0,0,0,0
77,6.692,4.284,3.357,0,0,0,0,0,0,0,0,0,0,0,0,0
78,6.801,4.336,3.278,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6.91,4.387,3.202,0,0,0,0,0,0,0,0,0,0,0,0,0
80,7.021,4.438,3.129,0,0,0,0,0,0,0,0,0,0,0,0,0
81,7.132,4.489,3.058,0,0,0,0,0,0,0,0,0,0,0,0,0
82,7.243,4.54,2.989,0,0,0,0,0,0,0,0,0,0,0,0,0
83,7.355,4.591,2.923,0,0,0,0,0,0,0,0,0,0,0,0,0
84,7.468,4.642,2.859,0,0,0,0,0,0,0,0,0,0,0,0,0
85,7.582,4.693,2.797,0,0,0,0,0,0,0,0,0,0,0,0,0
86,7.697,4.744,2.737,0,0,0,0,0,0,0,0,0,0,0,0,0
87,7.812,4.796,2.679,0,0,0,0,0,0,0,0,0,0,0,0,0
88,7.927,4.847,2.623,0,0,0,0,0,0,0,0,0,0,0,0,0
89,8.044,4.898,2.569,0,0,0,0,0,0,0,0,0,0,0,0,0
90,8.161,4.949,2.516,0,0,0,0,0,0,0,0,0,0,0,0,0
91,8.279,5,2.465,0,0,0,0,0,0,0,0,0,0,0,0,0
8 kn; 0 deg,,,,,,,,,,,,,,,,
,Encounter freq. rad/s,Wave freq. rad/s,Wavelength m,Surge RAO,Surge Phase deg,Sway RAO,Sway Phase deg,Heave RAO,Heave Phase deg,Roll RAO,Roll Phase deg,Pitch RAO,Pitch Phase deg,Yaw RAO,Yaw Phase deg,Added resistance kN/m^2
1,0.333,0.4,385.106,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.366,0.451,302.784,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.396,0.502,244.292,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.425,0.553,201.246,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.451,0.604,168.651,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.475,0.656,143.378,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.497,0.707,123.388,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.517,0.758,107.304,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.534,0.809,94.172,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.55,0.86,83.311,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.563,0.911,74.226,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.574,0.962,66.55,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.582,1.013,60.006,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.589,1.064,54.382,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.593,1.116,49.513,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.595,1.167,45.27,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.595,1.218,41.549,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.593,1.269,38.27,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.589,1.32,35.363,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.582,1.371,32.776,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.573,1.422,30.463,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.562,1.473,28.386,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.549,1.524,26.514,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.534,1.576,24.822,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.516,1.627,23.286,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.496,1.678,21.889,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.474,1.729,20.614,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.45,1.78,19.447,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.424,1.831,18.377,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.395,1.882,17.392,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.365,1.933,16.485,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.332,1.984,15.647,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.297,2.036,14.871,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.259,2.087,14.151,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.22,2.138,13.483,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.178,2.189,12.86,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.134,2.24,12.28,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.088,2.291,11.738,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.04,2.342,11.232,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-0.011,2.393,10.757,0,0,0,0,0,0,0,0,0,0,0,0,0
41,-0.063,2.444,10.312,0,0,0,0,0,0,0,0,0,0,0,0,0
42,-0.118,2.496,9.894,0,0,0,0,0,0,0,0,0,0,0,0,0
43,-0.175,2.547,9.501,0,0,0,0,0,0,0,0,0,0,0,0,0
44,-0.234,2.598,9.131,0,0,0,0,0,0,0,0,0,0,0,0,0
45,-0.296,2.649,8.782,0,0,0,0,0,0,0,0,0,0,0,0,0
46,-0.359,2.7,8.452,0,0,0,0,0,0,0,0,0,0,0,0,0
47,-0.425,2.751,8.141,0,0,0,0,0,0,0,0,0,0,0,0,0
48,-0.493,2.802,7.847,0,0,0,0,0,0,0,0,0,0,0,0,0
49,-0.563,2.853,7.568,0,0,0,0,0,0,0,0,0,0,0,0,0
50,-0.636,2.904,7.304,0,0,0,0,0,0,0,0,0,0,0,0,0
51,-0.71,2.956,7.054,0,0,0,0,0,0,0,0,0,0,0,0,0
52,-0.787,3.007,6.816,0,0,0,0,0,0,0,0,0,0,0,0,0
53,-0.866,3.058,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-0.947,3.109,6.375,0,0,0,0,0,0,0,0,0,0,0,0,0
55,-1.031,3.16,6.171,0,0,0,0,0,0,0,0,0,0,0,0,0
56,-1.116,3.211,5.976,0,0,0,0,0,0,0,0,0,0,0,0,0
57,-1.204,3.262,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0
58,-1.294,3.313,5.613,0,0,0,0,0,0,0,0,0,0,0,0,0
59,-1.386,3.364,5.443,0,0,0,0,0,0,0,0,0,0,0,0,0
60,-1.48,3.416,5.282,0,0,0,0,0,0,0,0,0,0,0,0,0
61,-1.577,3.467,5.127,0,0,0,0,0,0,0,0,0,0,0,0,0
62,-1.676,3.518,4.979,0,0,0,0,0,0,0,0,0,0,0,0,0
63,-1.776,3.569,4.838,0,0,0,0,0,0,0,0,0,0,0,0,0
64,-1.88,3.62,4.702,0,0,0,0,0,0,0,0,0,0,0,0,0
65,-1.985,3.671,4.572,0,0,0,0,0,0,0,0,0,0,0,0,0
66,-2.092,3.722,4.447,0,0,0,0,0,0,0,0,0,0,0,0,0
67,-2.202,3.773,4.328,0,0,0,0,0,0,0,0,0,0,0,0,0
68,-2.314,3.824,4.213,0,0,0,0,0,0,0,0,0,0,0,0,0
69,-2.428,3.876,4.102,0,0,0,0,0,0,0,0,0,0,0,0,0
70,-2.544,3.927,3.996,0,0,0,0,0,0,0,0,0,0,0,0,0
71,-2.663,3.978,3.894,0,0,0,0,0,0,0,0,0,0,0,0,0
72,-2.783,4.029,3.796,0,0,0,0,0,0,0,0,0,0,0,0,0
73,-2.906,4.08,3.702,0,0,0,0,0,0,0,0,0,0,0,0,0
74,-3.031,4.131,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0
75,-3.158,4.182,3.523,0,0,0,0,0,0,0,0,0,0,0,0,0
76,-3.288,4.233,3.438,0,0,0,0,0,0,0,0,0,0,0,0,0
77,-3.419,4.284,3.357,0,0,0,0,0,0,0,0,0,0,0,0,0
78,-3.553,4.336,3.278,0,0,0,0,0,0,0,0,0,0,0,0,0
79,-3.689,4.387,3.202,0,0,0,0,0,0,0,0,0,0,0,0,0
80,-3.827,4.438,3.129,0,0,0,0,0,0,0,0,0,0,0,0,0
81,-3.968,4.489,3.058,0,0,0,0,0,0,0,0,0,0,0,0,0
82,-4.11,4.54,2.989,0,0,0,0,0,0,0,0,0,0,0,0,0
83,-4.255,4.591,2.923,0,0,0,0,0,0,0,0,0,0,0,0,0
84,-4.402,4.642,2.859,0,0,0,0,0,0,0,0,0,0,0,0,0
85,-4.551,4.693,2.797,0,0,0,0,0,0,0,0,0,0,0,0,0
86,-4.702,4.744,2.737,0,0,0,0,0,0,0,0,0,0,0,0,0
87,-4.856,4.796,2.679,0,0,0,0,0,0,0,0,0,0,0,0,0
88,-5.011,4.847,2.623,0,0,0,0,0,0,0,0,0,0,0,0,0
89,-5.169,4.898,2.569,0,0,0,0,0,0,0,0,0,0,0,0,0
90,-5.329,4.949,2.516,0,0,0,0,0,0,0,0,0,0,0,0,0
91,-5.492,5,2.465,0,0,0,0,0,0,0,0,0,0,0,0,0
8 kn; 45 deg,,,,,,,,,,,,,,,,
,Encounter freq. rad/s,Wave freq. rad/s,Wavelength m,Surge RAO,Surge Phase deg,Sway RAO,Sway Phase deg,Heave RAO,Heave Phase deg,Roll RAO,Roll Phase deg,Pitch RAO,Pitch Phase deg,Yaw RAO,Yaw Phase deg,Added resistance kN/m^2
1,0.353,0.4,385.106,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.391,0.451,302.784,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.427,0.502,244.292,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.462,0.553,201.246,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.496,0.604,168.651,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.528,0.656,143.378,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.558,0.707,123.388,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.587,0.758,107.304,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.615,0.809,94.172,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.641,0.86,83.311,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.665,0.911,74.226,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.687,0.962,66.55,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.709,1.013,60.006,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.728,1.064,54.382,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.746,1.116,49.513,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.763,1.167,45.27,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.778,1.218,41.549,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.791,1.269,38.27,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.803,1.32,35.363,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.813,1.371,32.776,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.822,1.422,30.463,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.829,1.473,28.386,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.835,1.524,26.514,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.839,1.576,24.822,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.841,1.627,23.286,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.842,1.678,21.889,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.842,1.729,20.614,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.84,1.78,19.447,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.836,1.831,18.377,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.831,1.882,17.392,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.824,1.933,16.485,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.816,1.984,15.647,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.806,2.036,14.871,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.795,2.087,14.151,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.782,2.138,13.483,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.767,2.189,12.86,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.751,2.24,12.28,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.733,2.291,11.738,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.714,2.342,11.232,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.694,2.393,10.757,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.671,2.444,10.312,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.647,2.496,9.894,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.622,2.547,9.501,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.595,2.598,9.131,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.567,2.649,8.782,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0.537,2.7,8.452,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0.505,2.751,8.141,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0.472,2.802,7.847,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.437,2.853,7.568,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.401,2.904,7.304,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0.363,2.956,7.054,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0.324,3.007,6.816,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.283,3.058,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.241,3.109,6.375,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.197,3.16,6.171,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.151,3.211,5.976,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.104,3.262,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.056,3.313,5.613,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.005,3.364,5.443,0,0,0,0,0,0,0,0,0,0,0,0,0
60,-0.046,3.416,5.282,0,0,0,0,0,0,0,0,0,0,0,0,0
61,-0.1,3.467,5.127,0,0,0,0,0,0,0,0,0,0,0,0,0
62,-0.154,3.518,4.979,0,0,0,0,0,0,0,0,0,0,0,0,0
63,-0.211,3.569,4.838,0,0,0,0,0,0,0,0,0,0,0,0,0
64,-0.269,3.62,4.702,0,0,0,0,0,0,0,0,0,0,0,0,0
65,-0.328,3.671,4.572,0,0,0,0,0,0,0,0,0,0,0,0,0
66,-0.389,3.722,4.447,0,0,0,0,0,0,0,0,0,0,0,0,0
67,-0.452,3.773,4.328,0,0,0,0,0,0,0,0,0,0,0,0,0
68,-0.516,3.824,4.213,0,0,0,0,0,0,0,0,0,0,0,0,0
69,-0.582,3.876,4.102,0,0,0,0,0,0,0,0,0,0,0,0,0
70,-0.649,3.927,3.996,0,0,0,0,0,0,0,0,0,0,0,0,0
71,-0.718,3.978,3.894,0,0,0,0,0,0,0,0,0,0,0,0,0
72,-0.788,4.029,3.796,0,0,0,0,0,0,0,0,0,0,0,0,0
73,-0.86,4.08,3.702,0,0,0,0,0,0,0,0,0,0,0,0,0
74,-0.933,4.131,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0
75,-1.008,4.182,3.523,0,0,0,0,0,0,0,0,0,0,0,0,0
76,-1.085,4.233,3.438,0,0,0,0,0,0,0,0,0,0,0,0,0
77,-1.163,4.284,3.357,0,0,0,0,0,0,0,0,0,0,0,0,0
78,-1.242,4.336,3.278,0,0,0,0,0,0,0,0,0,0,0,0,0
79,-1.324,4.387,3.202,0,0,0,0,0,0,0,0,0,0,0,0,0
80,-1.406,4.438,3.129,0,0,0,0,0,0,0,0,0,0,0,0,0
81,-1.491,4.489,3.058,0,0,0,0,0,0,0,0,0,0,0,0,0
82,-1.577,4.54,2.989,0,0,0,0,0,0,0,0,0,0,0,0,0
83,-1.664,4.591,2.923,0,0,0,0,0,0,0,0,0,0,0,0,0
84,-1.753,4.642,2.859,0,0,0,0,0,0,0,0,0,0,0,0,0
85,-1.843,4.693,2.797,0,0,0,0,0,0,0,0,0,0,0,0,0
86,-1.935,4.744,2.737,0,0,0,0,0,0,0,0,0,0,0,0,0
87,-2.029,4.796,2.679,0,0,0,0,0,0,0,0,0,0,0,0,0
88,-2.124,4.847,2.623,0,0,0,0,0,0,0,0,0,0,0,0,0
89,-2.221,4.898,2.569,0,0,0,0,0,0,0,0,0,0,0,0,0
90,-2.319,4.949,2.516,0,0,0,0,0,0,0,0,0,0,0,0,0
91,-2.419,5,2.465,0,0,0,0,0,0,0,0,0,0,0,0,0
8 kn; 90 deg,,,,,,,,,,,,,,,,
,Encounter freq. rad/s,Wave freq. rad/s,Wavelength m,Surge RAO,Surge Phase deg,Sway RAO,Sway Phase deg,Heave RAO,Heave Phase deg,Roll RAO,Roll Phase deg,Pitch RAO,Pitch Phase deg,Yaw RAO,Yaw Phase deg,Added resistance kN/m^2
1,0.4,0.4,385.106,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.451,0.451,302.784,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.502,0.502,244.292,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.553,0.553,201.246,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.604,0.604,168.651,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.656,0.656,143.378,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.707,0.707,123.388,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.758,0.758,107.304,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.809,0.809,94.172,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.86,0.86,83.311,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.911,0.911,74.226,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.962,0.962,66.55,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1.013,1.013,60.006,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1.064,1.064,54.382,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1.116,1.116,49.513,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1.167,1.167,45.27,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1.218,1.218,41.549,0,0,0,0,0,0,0,0,0,0,0,0,0
